time,G(i),H_sun,T2m,WS10m,Int
20061016:1310,825.82,28.74,20.21,3.1,0.0
20061016:1410,731.06,23.12,20.66,3.17,0.0
20061016:1510,510.54,15.65,20.56,3.31,0.0
20061016:1610,210.97,6.94,19.56,3.03,0.0
20061016:1710,0.0,0.0,17.7,3.31,0.0
20061016:1810,0.0,0.0,16.3,3.52,0.0
20061016:1910,0.0,0.0,15.36,3.86,0.0
20061016:2010,0.0,0.0,14.77,3.72,0.0
20061016:2110,0.0,0.0,14.12,3.38,0.0
20061016:2210,0.0,0.0,13.42,3.24,0.0
20061016:2310,0.0,0.0,12.82,3.24,0.0
20061017:0010,0.0,0.0,12.28,3.1,0.0
20061017:0110,0.0,0.0,11.77,2.97,0.0
20061017:0210,0.0,0.0,11.38,2.83,0.0
20061017:0310,0.0,0.0,11.03,2.76,0.0
20061017:0410,0.0,0.0,10.74,2.83,0.0
20061017:0510,0.0,0.0,10.47,2.83,0.0
20061017:0610,0.0,0.0,10.25,2.83,0.0
20061017:0710,68.24,8.2,10.83,3.1,0.0
20061017:0810,217.66,16.72,12.48,2.97,0.0
20061017:0910,400.07,23.89,14.67,3.52,0.0
20061017:1010,491.7,29.11,16.68,4.0,0.0
20061017:1110,449.75,31.79,18.21,4.07,0.0
20061017:1210,334.98,31.53,19.08,4.0,0.0
20061017:1310,150.56,28.38,19.04,3.45,0.0
20061017:1410,148.08,22.77,18.96,3.03,0.0
20061017:1510,108.58,15.32,18.42,2.76,0.0
20061017:1610,36.21,6.62,17.83,2.83,0.0
20061017:1710,0.0,0.0,16.53,2.97,0.0
20061017:1810,0.0,0.0,15.8,2.9,0.0
20061017:1910,0.0,0.0,14.45,2.41,0.0
20061017:2010,0.0,0.0,14.01,2.21,0.0
20061017:2110,0.0,0.0,13.94,2.14,0.0
20061017:2210,0.0,0.0,14.23,2.07,0.0
20061017:2310,0.0,0.0,14.22,2.07,0.0
20061018:0010,0.0,0.0,13.87,2.14,0.0
20061018:0110,0.0,0.0,13.96,2.07,0.0
20061018:0210,0.0,0.0,13.9,2.21,0.0
20061018:0310,0.0,0.0,13.78,2.34,0.0
20061018:0410,0.0,0.0,13.5,2.55,0.0
20061018:0510,0.0,0.0,13.32,2.69,0.0
20061018:0610,0.0,0.0,13.33,2.9,0.0
20061018:0710,51.38,7.93,12.96,2.48,0.0
20061018:0810,126.85,16.43,13.53,2.55,0.0
20061018:0910,92.71,23.58,15.07,2.97,0.0
20061018:1010,179.1,28.77,15.84,3.24,0.0
20061018:1110,116.36,31.43,16.71,4.0,0.0
20061018:1210,59.6,31.16,17.13,4.07,0.0
20061018:1310,480.16,28.01,17.34,4.07,0.0
20061018:1410,170.92,22.42,17.51,3.79,0.0
20061018:1510,87.32,14.99,17.18,3.17,0.0
20061018:1610,82.32,6.31,16.71,3.31,0.0
20061018:1710,0.0,0.0,16.01,3.31,0.0
20061018:1810,0.0,0.0,15.45,3.31,0.0
20061018:1910,0.0,0.0,16.15,3.52,0.0
20061018:2010,0.0,0.0,15.56,3.52,0.0
20061018:2110,0.0,0.0,15.03,3.52,0.0
20061018:2210,0.0,0.0,14.76,3.93,0.0
20061018:2310,0.0,0.0,14.88,4.21,0.0
20061019:0010,0.0,0.0,14.9,4.28,0.0
20061019:0110,0.0,0.0,14.49,4.14,0.0
20061019:0210,0.0,0.0,14.34,4.34,0.0
20061019:0310,0.0,0.0,14.38,4.62,0.0
20061019:0410,0.0,0.0,14.32,4.9,0.0
20061019:0510,0.0,0.0,14.41,5.1,0.0
20061019:0610,0.0,0.0,14.41,4.83,0.0
20061019:0710,64.3,7.67,14.64,4.55,0.0
20061019:0810,132.71,16.15,15.14,4.07,0.0
20061019:0910,111.63,23.27,16.16,5.66,0.0
20061019:1010,226.77,28.44,17.29,5.93,0.0
20061019:1110,468.89,31.07,18.17,5.72,0.0
20061019:1210,441.57,30.79,17.63,4.21,0.0
20061019:1310,433.27,27.65,17.83,3.86,0.0
20061019:1410,367.62,22.08,17.6,4.48,0.0
20061019:1510,94.33,14.67,16.46,4.69,0.0
20061019:1610,34.81,5.99,15.86,4.76,0.0
20061019:1710,0.0,0.0,14.64,5.03,0.0
20061019:1810,0.0,0.0,14.15,4.55,0.0
20061019:1910,0.0,0.0,14.27,4.69,0.0
20061019:2010,0.0,0.0,14.07,4.69,0.0
20061019:2110,0.0,0.0,13.76,4.9,0.0
20061019:2210,0.0,0.0,13.38,5.31,0.0
20061019:2310,0.0,0.0,13.17,4.83,0.0
20061020:0010,0.0,0.0,12.95,4.55,0.0
20061020:0110,0.0,0.0,12.87,4.34,0.0
20061020:0210,0.0,0.0,12.87,4.34,0.0
20061020:0310,0.0,0.0,12.95,4.48,0.0
20061020:0410,0.0,0.0,13.25,4.69,0.0
20061020:0510,0.0,0.0,13.45,5.24,0.0
20061020:0610,0.0,0.0,13.51,5.03,0.0
20061020:0710,52.77,7.41,12.93,4.76,0.0
20061020:0810,109.7,15.86,13.37,4.76,0.0
20061020:0910,70.95,22.96,14.01,4.97,0.0
20061020:1010,164.65,28.1,14.61,5.03,0.0
20061020:1110,155.91,30.71,15.88,6.14,0.0
20061020:1210,251.93,30.43,16.88,5.86,0.0
20061020:1310,320.31,27.3,17.48,5.72,0.0
20061020:1410,130.27,21.74,17.59,4.9,0.0
20061020:1510,256.87,14.34,17.44,4.14,0.0
20061020:1610,138.23,5.69,16.92,3.66,0.0
20061020:1710,0.0,0.0,16.16,3.38,0.0
20061020:1810,0.0,0.0,15.65,3.24,0.0
20061020:1910,0.0,0.0,14.73,3.1,0.0
20061020:2010,0.0,0.0,14.4,3.17,0.0
20061020:2110,0.0,0.0,14.1,3.17,0.0
20061020:2210,0.0,0.0,13.99,3.31,0.0
20061020:2310,0.0,0.0,14.03,3.59,0.0
20061021:0010,0.0,0.0,13.76,3.79,0.0
20061021:0110,0.0,0.0,13.61,3.86,0.0
20061021:0210,0.0,0.0,13.29,3.86,0.0
20061021:0310,0.0,0.0,12.84,3.66,0.0
20061021:0410,0.0,0.0,12.55,3.52,0.0
20061021:0510,0.0,0.0,12.32,3.59,0.0
20061021:0610,0.0,0.0,12.12,3.72,0.0
20061021:0710,45.37,7.14,12.24,3.86,0.0
20061021:0810,92.48,15.58,13.47,5.17,0.0
20061021:0910,264.74,22.64,14.71,5.59,0.0
20061021:1010,300.45,27.76,15.92,5.66,0.0
20061021:1110,93.65,30.36,16.86,5.24,0.0
20061021:1210,205.68,30.07,17.85,6.21,0.0
20061021:1310,175.34,26.95,17.26,5.52,0.0
20061021:1410,178.52,21.4,17.42,5.79,0.0
20061021:1510,118.87,14.03,16.61,5.03,0.0
20061021:1610,80.9,5.38,15.63,5.1,0.0
20061021:1710,0.0,0.0,14.73,4.83,0.0
20061021:1810,0.0,0.0,14.37,4.76,0.0
20061021:1910,0.0,0.0,14.77,4.9,0.0
20061021:2010,0.0,0.0,14.31,4.83,0.0
20061021:2110,0.0,0.0,13.92,4.76,0.0
20061021:2210,0.0,0.0,13.6,4.62,0.0
20061021:2310,0.0,0.0,13.32,4.41,0.0
20061022:0010,0.0,0.0,13.09,4.28,0.0
20061022:0110,0.0,0.0,13.01,4.14,0.0
20061022:0210,0.0,0.0,12.93,4.0,0.0
20061022:0310,0.0,0.0,12.99,3.93,0.0
20061022:0410,0.0,0.0,12.79,3.79,0.0
20061022:0510,0.0,0.0,12.75,3.66,0.0
20061022:0610,0.0,0.0,12.8,3.52,0.0
20061022:0710,39.75,6.88,13.13,3.17,0.0
20061022:0810,113.6,15.29,13.5,3.31,0.0
20061022:0910,439.94,22.34,14.61,4.0,0.0
20061022:1010,619.39,27.43,15.8,4.34,0.0
20061022:1110,654.73,30.0,17.87,5.38,0.0
20061022:1210,759.96,29.71,19.66,6.07,0.0
20061022:1310,189.9,26.6,20.48,6.14,0.0
20061022:1410,537.24,21.07,20.7,6.0,0.0
20061022:1510,93.35,13.71,20.48,6.21,0.0
20061022:1610,39.7,5.08,19.82,6.28,0.0
20061022:1710,0.0,0.0,17.9,5.38,0.0
20061022:1810,0.0,0.0,16.53,5.1,0.0
20061022:1910,0.0,0.0,16.4,5.66,0.0
20061022:2010,0.0,0.0,16.02,6.21,0.0
20061022:2110,0.0,0.0,16.12,6.34,0.0
20061022:2210,0.0,0.0,16.29,6.28,0.0
20061022:2310,0.0,0.0,16.36,5.86,0.0
20061023:0010,0.0,0.0,16.38,5.79,0.0
20061023:0110,0.0,0.0,16.42,5.72,0.0
20061023:0210,0.0,0.0,16.24,5.59,0.0
20061023:0310,0.0,0.0,16.25,5.38,0.0
20061023:0410,0.0,0.0,16.26,5.24,0.0
20061023:0510,0.0,0.0,16.28,5.24,0.0
20061023:0610,0.0,0.0,16.09,5.1,0.0
20061023:0710,40.25,6.61,15.84,4.41,0.0
20061023:0810,113.78,15.01,16.05,4.41,0.0
20061023:0910,206.78,22.03,16.55,4.0,0.0
20061023:1010,364.07,27.09,17.32,3.79,0.0
20061023:1110,339.72,29.65,18.5,4.14,0.0
20061023:1210,209.93,29.36,19.07,4.14,0.0
20061023:1310,151.9,26.25,19.55,4.62,0.0
20061023:1410,65.27,20.74,18.8,4.62,0.0
20061023:1510,22.7,13.4,17.99,5.03,0.0
20061023:1610,16.08,4.79,17.37,5.03,0.0
20061023:1710,0.0,0.0,16.9,5.1,0.0
20061023:1810,0.0,0.0,16.13,4.97,0.0
20061023:1910,0.0,0.0,15.67,4.21,0.0
20061023:2010,0.0,0.0,15.17,4.0,0.0
20061023:2110,0.0,0.0,14.76,4.07,0.0
20061023:2210,0.0,0.0,14.52,4.9,0.0
20061023:2310,0.0,0.0,14.28,6.41,0.0
20061024:0010,0.0,0.0,14.21,7.59,0.0
20061024:0110,0.0,0.0,14.27,8.55,0.0
20061024:0210,0.0,0.0,14.77,9.72,0.0
20061024:0310,0.0,0.0,14.61,10.48,0.0
20061024:0410,0.0,0.0,14.45,10.48,0.0
20061024:0510,0.0,0.0,14.09,10.34,0.0
20061024:0610,0.0,0.0,13.84,9.86,0.0
20061024:0710,49.86,6.35,13.38,9.45,0.0
20061024:0810,187.37,14.73,13.75,9.59,0.0
20061024:0910,96.49,21.72,14.18,9.45,0.0
20061024:1010,313.02,26.76,14.71,9.72,0.0
20061024:1110,211.13,29.31,15.25,9.45,0.0
20061024:1210,320.34,29.01,15.46,8.41,0.0
20061024:1310,252.56,25.91,15.68,7.79,0.0
20061024:1410,320.58,20.42,15.66,6.62,0.0
20061024:1510,218.56,13.09,15.5,5.45,0.0
20061024:1610,180.04,4.5,14.96,4.21,0.0
20061024:1710,0.0,0.0,14.31,2.97,0.0
20061024:1810,0.0,0.0,13.23,2.28,0.0
20061024:1910,0.0,0.0,12.5,2.21,0.0
20061024:2010,0.0,0.0,11.81,2.07,0.0
20061024:2110,0.0,0.0,11.3,2.0,0.0
20061024:2210,0.0,0.0,10.85,2.21,0.0
20061024:2310,0.0,0.0,10.73,2.34,0.0
20061025:0010,0.0,0.0,10.52,2.41,0.0
20061025:0110,0.0,0.0,10.29,2.55,0.0
20061025:0210,0.0,0.0,10.44,2.76,0.0
20061025:0310,0.0,0.0,10.98,3.03,0.0
20061025:0410,0.0,0.0,11.61,3.59,0.0
20061025:0510,0.0,0.0,12.17,4.14,0.0
20061025:0610,0.0,0.0,12.73,4.34,0.0
20061025:0710,34.6,6.09,13.03,4.76,0.0
20061025:0810,113.83,14.44,13.7,4.76,0.0
20061025:0910,235.92,21.41,14.54,4.55,0.0
20061025:1010,76.62,26.43,15.46,3.93,0.0
20061025:1110,202.85,28.96,16.98,4.62,0.0
20061025:1210,137.17,28.66,17.78,4.55,0.0
20061025:1310,306.47,25.57,17.55,4.07,0.0
20061025:1410,129.55,20.09,17.44,3.72,0.0
20061025:1510,87.43,12.79,17.86,4.34,0.0
20061025:1610,27.86,4.21,17.6,4.76,0.0
20061025:1710,0.0,0.0,17.13,5.03,0.0
20061025:1810,0.0,0.0,17.21,5.1,0.0
20061025:1910,0.0,0.0,17.42,4.55,0.0
20061025:2010,0.0,0.0,17.45,4.48,0.0
20061025:2110,0.0,0.0,17.39,4.28,0.0
20061025:2210,0.0,0.0,17.19,4.21,0.0
20061025:2310,0.0,0.0,16.88,4.0,0.0
20061026:0010,0.0,0.0,16.63,3.79,0.0
20061026:0110,0.0,0.0,16.2,3.66,0.0
20061026:0210,0.0,0.0,15.83,3.52,0.0
20061026:0310,0.0,0.0,15.46,3.31,0.0
20061026:0410,0.0,0.0,15.11,3.17,0.0
20061026:0510,0.0,0.0,14.89,3.24,0.0
20061026:0610,0.0,0.0,14.77,3.38,0.0
20061026:0710,33.67,5.83,15.53,4.0,0.0
20061026:0810,54.87,14.16,16.79,4.0,0.0
20061026:0910,455.18,21.11,17.9,3.66,0.0
20061026:1010,238.18,26.11,18.79,3.38,0.0
20061026:1110,582.02,28.62,20.35,3.86,0.0
20061026:1210,440.19,28.32,21.9,4.69,0.0
20061026:1310,320.61,25.24,22.53,4.83,0.0
20061026:1410,289.91,19.78,22.67,4.21,0.0
20061026:1510,238.92,12.49,22.03,3.17,0.0
20061026:1610,51.94,3.93,21.13,2.55,0.0
20061026:1710,0.0,0.0,19.92,2.69,0.0
20061026:1810,0.0,0.0,19.17,2.76,0.0
20061026:1910,0.0,0.0,17.98,2.69,0.0
20061026:2010,0.0,0.0,17.44,2.55,0.0
20061026:2110,0.0,0.0,16.94,2.34,0.0
20061026:2210,0.0,0.0,16.45,2.14,0.0
20061026:2310,0.0,0.0,15.72,2.21,0.0
20061027:0010,0.0,0.0,15.23,2.07,0.0
20061027:0110,0.0,0.0,14.51,2.07,0.0
20061027:0210,0.0,0.0,13.89,2.07,0.0
20061027:0310,0.0,0.0,13.25,1.79,0.0
20061027:0410,0.0,0.0,12.55,1.59,0.0
20061027:0510,0.0,0.0,12.0,1.38,0.0
20061027:0610,0.0,0.0,11.75,1.24,0.0
20061027:0710,36.75,5.56,12.44,0.9,0.0
20061027:0810,92.85,13.88,13.87,0.9,0.0
20061027:0910,95.54,20.8,15.01,0.69,0.0
20061027:1010,103.11,25.78,15.91,0.97,0.0
20061027:1110,111.63,28.28,16.92,1.86,0.0
20061027:1210,99.33,27.98,17.81,2.48,0.0
20061027:1310,78.52,24.91,18.41,2.55,0.0
20061027:1410,164.91,19.46,18.67,2.55,0.0
20061027:1510,382.94,12.2,18.69,2.34,0.0
20061027:1610,86.35,3.65,18.09,2.28,0.0
20061027:1710,0.0,0.0,16.87,2.34,0.0
20061027:1810,0.0,0.0,16.06,2.41,0.0
20061027:1910,0.0,0.0,15.86,2.41,0.0
20061027:2010,0.0,0.0,15.52,2.41,0.0
20061027:2110,0.0,0.0,15.09,2.34,0.0
20061027:2210,0.0,0.0,14.71,2.21,0.0
20061027:2310,0.0,0.0,14.59,2.0,0.0
20061028:0010,0.0,0.0,14.25,1.93,0.0
20061028:0110,0.0,0.0,13.86,1.93,0.0
20061028:0210,0.0,0.0,13.63,2.0,0.0
20061028:0310,0.0,0.0,13.32,2.0,0.0
20061028:0410,0.0,0.0,12.89,2.0,0.0
20061028:0510,0.0,0.0,12.68,2.0,0.0
20061028:0610,0.0,0.0,12.5,2.07,0.0
20061028:0710,28.08,5.3,12.55,2.48,0.0
20061028:0810,92.96,13.6,13.09,2.55,0.0
20061028:0910,73.79,20.5,14.03,3.66,0.0
20061028:1010,101.22,25.46,15.06,3.79,0.0
20061028:1110,228.95,27.95,16.45,3.52,0.0
20061028:1210,485.38,27.64,17.38,3.31,0.0
20061028:1310,278.68,24.58,18.21,3.38,0.0
20061028:1410,96.27,19.15,18.47,3.1,0.0
20061028:1510,115.46,11.91,18.56,2.83,0.0
20061028:1610,128.69,3.38,17.91,2.62,0.0
20061028:1710,0.0,0.0,16.8,2.69,0.0
20061028:1810,0.0,0.0,16.24,2.83,0.0
20061028:1910,0.0,0.0,16.12,3.38,0.0
20061028:2010,0.0,0.0,15.86,3.45,0.0
20061028:2110,0.0,0.0,15.59,2.97,0.0
20061028:2210,0.0,0.0,15.32,2.83,0.0
20061028:2310,0.0,0.0,15.17,2.83,0.0
20061029:0010,0.0,0.0,15.23,2.83,0.0
20061029:0110,0.0,0.0,15.52,2.9,0.0
20061029:0210,0.0,0.0,15.7,2.76,0.0
20061029:0310,0.0,0.0,15.63,2.48,0.0
20061029:0410,0.0,0.0,15.54,2.07,0.0
20061029:0510,0.0,0.0,15.24,1.79,0.0
20061029:0610,0.0,0.0,15.14,1.72,0.0
20061029:0710,33.22,5.04,15.23,1.66,0.0
20061029:0810,53.92,13.32,15.33,1.86,0.0
20061029:0910,68.11,20.2,15.45,2.0,0.0
20061029:1010,118.25,25.14,15.53,1.79,0.0
20061029:1110,73.79,27.61,15.94,2.62,0.0
20061029:1210,160.3,27.31,16.01,2.14,0.0
20061029:1310,61.49,24.26,16.11,2.07,0.0
20061029:1410,168.46,18.85,16.38,2.28,0.0
20061029:1510,173.9,11.62,16.47,1.86,0.0
20061029:1610,73.18,3.11,16.25,1.52,0.0
20061029:1710,0.0,0.0,15.53,1.59,0.0
20061029:1810,0.0,0.0,14.82,1.72,0.0
20061029:1910,0.0,0.0,14.22,2.62,0.0
20061029:2010,0.0,0.0,13.65,2.83,0.0
20061029:2110,0.0,0.0,12.91,2.62,0.0
20061029:2210,0.0,0.0,12.25,2.28,0.0
20061029:2310,0.0,0.0,11.29,2.07,0.0
20061030:0010,0.0,0.0,10.57,2.0,0.0
20061030:0110,0.0,0.0,9.98,1.93,0.0
20061030:0210,0.0,0.0,9.26,1.93,0.0
20061030:0310,0.0,0.0,8.88,1.86,0.0
20061030:0410,0.0,0.0,8.6,1.79,0.0
20061030:0510,0.0,0.0,8.38,1.79,0.0
20061030:0610,0.0,0.0,8.01,1.86,0.0
20061030:0710,33.0,4.78,7.92,1.86,0.0
20061030:0810,211.56,13.04,9.41,1.66,0.0
20061030:0910,387.23,19.9,11.14,1.93,0.0
20061030:1010,558.71,24.82,12.62,1.79,0.0
20061030:1110,656.72,27.28,13.85,1.66,0.0
20061030:1210,751.17,26.98,14.69,1.45,0.0
20061030:1310,699.25,23.94,15.14,1.38,0.0
20061030:1410,549.05,18.55,15.34,1.52,0.0
20061030:1510,0.0,0.0,15.17,1.52,0.0
20061030:1610,54.56,2.84,14.52,1.24,0.0
20061030:1710,0.0,0.0,13.26,1.38,0.0
20061030:1810,0.0,0.0,11.88,1.52,0.0
20061030:1910,0.0,0.0,10.94,1.38,0.0
20061030:2010,0.0,0.0,10.25,1.59,0.0
20061030:2110,0.0,0.0,10.03,1.86,0.0
20061030:2210,0.0,0.0,9.92,1.93,0.0
20061030:2310,0.0,0.0,9.71,1.66,0.0
20061031:0010,0.0,0.0,9.34,1.45,0.0
20061031:0110,0.0,0.0,9.02,1.38,0.0
20061031:0210,0.0,0.0,8.65,1.52,0.0
20061031:0310,0.0,0.0,8.51,1.45,0.0
20061031:0410,0.0,0.0,8.3,1.45,0.0
20061031:0510,0.0,0.0,8.26,1.52,0.0
20061031:0610,0.0,0.0,8.21,1.72,0.0
20061031:0710,28.42,4.52,8.77,2.0,0.0
20061031:0810,50.14,12.76,9.21,2.14,0.0
20061031:0910,125.22,19.6,10.1,2.21,0.0
20061031:1010,420.91,24.51,11.31,2.55,0.0
20061031:1110,110.68,26.96,12.82,3.24,0.0
20061031:1210,111.63,26.65,14.34,4.28,0.0
20061031:1310,70.95,23.63,15.62,4.83,0.0
20061031:1410,103.86,18.26,15.85,4.76,0.0
20061031:1510,255.95,11.06,15.63,4.21,0.0
20061031:1610,33.55,2.58,15.09,4.07,0.0
20061031:1710,0.0,0.0,14.09,4.48,0.0
20061031:1810,0.0,0.0,12.71,4.41,0.0
20061031:1910,0.0,0.0,12.41,3.86,0.0
20061031:2010,0.0,0.0,12.23,3.79,0.0
20061031:2110,0.0,0.0,12.16,3.79,0.0
20061031:2210,0.0,0.0,12.06,3.66,0.0
20061031:2310,0.0,0.0,11.91,3.59,0.0
20061101:0010,0.0,0.0,11.92,3.66,0.0
20061101:0110,0.0,0.0,11.32,4.07,0.0
20061101:0210,0.0,0.0,10.34,4.34,0.0
20061101:0310,0.0,0.0,9.22,4.07,0.0
20061101:0410,0.0,0.0,8.21,3.79,0.0
20061101:0510,0.0,0.0,7.34,3.59,0.0
20061101:0610,0.0,0.0,6.72,3.52,0.0
20061101:0710,29.77,4.26,6.01,3.52,0.0
20061101:0810,216.56,12.49,6.47,2.97,0.0
20061101:0910,327.85,19.31,7.52,4.14,0.0
20061101:1010,587.34,24.19,8.49,4.55,0.0
20061101:1110,695.66,26.64,9.42,4.48,0.0
20061101:1210,735.55,26.33,10.13,4.48,0.0
20061101:1310,318.15,23.32,10.67,4.83,0.0
20061101:1410,491.83,17.96,10.73,4.76,0.0
20061101:1510,436.81,10.79,10.4,4.41,0.0
20061101:1610,34.67,2.33,9.72,3.72,0.0
20061101:1710,0.0,0.0,8.53,3.45,0.0
20061101:1810,0.0,0.0,7.71,3.45,0.0
20061101:1910,0.0,0.0,6.73,3.66,0.0
20061101:2010,0.0,0.0,6.28,3.52,0.0
20061101:2110,0.0,0.0,5.94,3.17,0.0
20061101:2210,0.0,0.0,5.41,2.9,0.0
20061101:2310,0.0,0.0,4.99,2.76,0.0
20061102:0010,0.0,0.0,4.78,2.76,0.0
20061102:0110,0.0,0.0,4.33,2.69,0.0
20061102:0210,0.0,0.0,3.97,2.62,0.0
20061102:0310,0.0,0.0,3.57,2.48,0.0
20061102:0410,0.0,0.0,3.17,2.28,0.0
20061102:0510,0.0,0.0,2.78,2.07,0.0
20061102:0610,0.0,0.0,2.38,1.93,0.0
20061102:0710,28.2,4.01,2.85,1.45,0.0
20061102:0810,211.02,12.21,3.73,2.14,0.0
20061102:0910,334.31,19.02,4.28,1.72,0.0
20061102:1010,597.64,23.88,5.25,1.45,0.0
20061102:1110,601.09,26.32,6.39,1.66,0.0
20061102:1210,136.41,26.01,7.59,2.0,0.0
20061102:1310,571.56,23.01,8.59,2.34,0.0
20061102:1410,236.92,17.68,8.98,2.41,0.0
20061102:1510,475.69,10.53,8.98,2.28,0.0
20061102:1610,0.0,0.0,8.57,1.72,0.0
20061102:1710,0.0,0.0,7.75,1.79,0.0
20061102:1810,0.0,0.0,6.78,2.21,0.0
20061102:1910,0.0,0.0,5.91,2.28,0.0
20061102:2010,0.0,0.0,5.42,2.34,0.0
20061102:2110,0.0,0.0,4.63,2.41,0.0
20061102:2210,0.0,0.0,4.09,2.48,0.0
20061102:2310,0.0,0.0,3.62,2.41,0.0
20061103:0010,0.0,0.0,3.24,2.34,0.0
20061103:0110,0.0,0.0,2.86,2.21,0.0
20061103:0210,0.0,0.0,2.52,2.0,0.0
20061103:0310,0.0,0.0,2.19,1.86,0.0
20061103:0410,0.0,0.0,1.86,1.86,0.0
20061103:0510,0.0,0.0,1.61,1.79,0.0
20061103:0610,0.0,0.0,1.8,1.72,0.0
20061103:0710,26.24,3.75,1.69,1.86,0.0
20061103:0810,205.07,11.94,3.35,1.45,0.0
20061103:0910,323.64,18.72,5.74,2.07,0.0
20061103:1010,587.44,23.58,7.71,3.45,0.0
20061103:1110,716.21,26.0,8.69,3.52,0.0
20061103:1210,605.21,25.7,9.49,3.38,0.0
20061103:1310,729.58,22.71,9.83,3.31,0.0
20061103:1410,632.12,17.4,9.96,3.52,0.0
20061103:1510,407.99,10.27,9.68,3.17,0.0
20061103:1610,0.0,0.0,8.82,2.21,0.0
20061103:1710,0.0,0.0,7.64,1.93,0.0
20061103:1810,0.0,0.0,6.91,1.66,0.0
20061103:1910,0.0,0.0,5.19,1.86,0.0
20061103:2010,0.0,0.0,4.11,1.52,0.0
20061103:2110,0.0,0.0,3.42,1.17,0.0
20061103:2210,0.0,0.0,4.44,0.69,0.0
20061103:2310,0.0,0.0,4.2,0.28,0.0
20061104:0010,0.0,0.0,3.14,0.97,0.0
20061104:0110,0.0,0.0,1.76,1.31,0.0
20061104:0210,0.0,0.0,1.44,1.38,0.0
20061104:0310,0.0,0.0,1.57,1.31,0.0
20061104:0410,0.0,0.0,1.64,1.24,0.0
20061104:0510,0.0,0.0,1.57,1.31,0.0
20061104:0610,0.0,0.0,1.35,1.45,0.0
20061104:0710,22.81,3.5,2.45,1.24,0.0
20061104:0810,202.05,11.67,3.73,1.38,0.0
20061104:0910,288.15,18.44,4.62,1.45,0.0
20061104:1010,562.97,23.27,5.52,1.38,0.0
20061104:1110,694.06,25.69,6.38,1.38,0.0
20061104:1210,767.83,25.39,7.03,1.1,0.0
20061104:1310,711.17,22.42,7.57,0.76,0.0
20061104:1410,605.96,17.12,8.06,0.76,0.0
20061104:1510,437.55,10.01,8.0,0.83,0.0
20061104:1610,0.0,0.0,7.67,0.9,0.0
20061104:1710,0.0,0.0,6.99,0.97,0.0
20061104:1810,0.0,0.0,6.08,0.83,0.0
20061104:1910,0.0,0.0,4.42,1.38,0.0
20061104:2010,0.0,0.0,3.78,1.38,0.0
20061104:2110,0.0,0.0,2.86,1.52,0.0
20061104:2210,0.0,0.0,2.26,1.52,0.0
20061104:2310,0.0,0.0,1.71,1.52,0.0
20061105:0010,0.0,0.0,1.02,1.66,0.0
20061105:0110,0.0,0.0,0.98,1.45,0.0
20061105:0210,0.0,0.0,0.58,1.45,0.0
20061105:0310,0.0,0.0,0.2,1.17,0.0
20061105:0410,0.0,0.0,0.0,0.69,0.0
20061105:0510,0.0,0.0,0.61,0.62,0.0
20061105:0610,0.0,0.0,0.4,0.55,0.0
20061105:0710,20.66,3.24,1.01,1.1,0.0
20061105:0810,78.24,11.4,1.23,0.9,0.0
20061105:0910,118.3,18.15,2.16,0.83,0.0
20061105:1010,216.9,22.97,3.22,0.9,0.0
20061105:1110,278.49,25.38,4.47,0.83,0.0
20061105:1210,247.62,25.09,5.63,0.83,0.0
20061105:1310,556.76,22.13,6.57,1.1,0.0
20061105:1410,515.15,16.85,7.34,1.17,0.0
20061105:1510,355.88,9.76,7.59,1.1,0.0
20061105:1610,0.0,0.0,7.25,0.9,0.0
20061105:1710,0.0,0.0,6.54,0.97,0.0
20061105:1810,0.0,0.0,5.5,1.1,0.0
20061105:1910,0.0,0.0,4.07,1.31,0.0
20061105:2010,0.0,0.0,3.28,1.59,0.0
20061105:2110,0.0,0.0,2.71,1.24,0.0
20061105:2210,0.0,0.0,2.51,1.31,0.0
20061105:2310,0.0,0.0,2.33,1.24,0.0
20061106:0010,0.0,0.0,2.38,0.97,0.0
20061106:0110,0.0,0.0,2.46,1.17,0.0
20061106:0210,0.0,0.0,2.38,1.1,0.0
20061106:0310,0.0,0.0,2.42,1.1,0.0
20061106:0410,0.0,0.0,2.46,1.31,0.0
20061106:0510,0.0,0.0,2.49,1.31,0.0
20061106:0610,0.0,0.0,2.59,1.38,0.0
20061106:0710,15.04,2.99,2.8,1.52,0.0
20061106:0810,89.65,11.13,3.12,1.45,0.0
20061106:0910,91.52,17.87,3.54,1.31,0.0
20061106:1010,107.84,22.67,4.23,1.31,0.0
20061106:1110,99.33,25.08,5.09,1.38,0.0
20061106:1210,79.46,24.79,5.97,1.38,0.0
20061106:1310,94.6,21.84,6.74,1.24,0.0
20061106:1410,85.21,16.58,7.23,1.31,0.0
20061106:1510,80.66,9.51,7.26,1.38,0.0
20061106:1610,0.0,0.0,6.84,1.52,0.0
20061106:1710,0.0,0.0,5.98,1.79,0.0
20061106:1810,0.0,0.0,5.44,1.93,0.0
20061106:1910,0.0,0.0,5.44,2.14,0.0
20061106:2010,0.0,0.0,5.15,2.0,0.0
20061106:2110,0.0,0.0,5.04,1.86,0.0
20061106:2210,0.0,0.0,5.03,1.93,0.0
20061106:2310,0.0,0.0,4.94,2.0,0.0
20061107:0010,0.0,0.0,4.73,2.07,0.0
20061107:0110,0.0,0.0,4.45,1.93,0.0
